"","X.1","X","prod_name","pantry","refrigerator","freezer","splitlen","status","new_prod","raw_prod","pantry_times","pantry_num","pantry_min","pantry_max","pantry_mult","pantry_mindays","pantry_maxdays","refrigerator_times","refrigerator_num","refrigerator_min","refrigerator_max","refrigerator_mult","refrigerator_mindays","refrigerator_maxdays","freezer_times","freezer_num","freezer_min","freezer_max","freezer_mult","freezer_mindays","freezer_maxdays","new_status","new_status_2"
"371",371,"http://www.stilltasty.com/searchitems/index/253.href"," CREAM OF ONION SOUP, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," CREAM OF ONION SOUP, COMMERCIALLY CANNED OR BOTTLED"," CREAM OF ONION SOUP","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"372",372,"http://www.stilltasty.com/searchitems/index/253.href"," CREAM OF POTATO SOUP — HOMEMADE",NA,"3-4 days","4-6 months",2,"HOMEMADE"," CREAM OF POTATO SOUP"," CREAM OF POTATO SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"HOMEMADE",NA
"373",373,"http://www.stilltasty.com/searchitems/index/253.href"," CREAM OF POTATO SOUP, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","4-6 months",2,"OPENED"," CREAM OF POTATO SOUP, COMMERCIALLY CANNED OR BOTTLED"," CREAM OF POTATO SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"OPENED","OPENED"
"374",374,"http://www.stilltasty.com/searchitems/index/253.href"," CREAM OF POTATO SOUP, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," CREAM OF POTATO SOUP, COMMERCIALLY CANNED OR BOTTLED"," CREAM OF POTATO SOUP","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"375",375,"http://www.stilltasty.com/searchitems/index/253.href"," CUCUMBER — FRESH, RAW, WHOLE",NA,"1 week",NA,2,"FRESH, RAW, WHOLE"," CUCUMBER"," CUCUMBER",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW, WHOLE",NA
"376",376,"http://www.stilltasty.com/searchitems/index/253.href"," CUCUMBER — FRESH, RAW, SLICED OR CHOPPED",NA,"1-2 days",NA,2,"FRESH, RAW, SLICED OR CHOPPED"," CUCUMBER"," CUCUMBER",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW, SLICED OR CHOPPED",NA
"377",377,"http://www.stilltasty.com/searchitems/index/253.href"," DANDELION GREENS — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," DANDELION GREENS"," DANDELION GREENS",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"378",378,"http://www.stilltasty.com/searchitems/index/253.href"," DANDELION GREENS — FRESH, RAW",NA,"1-2 days","10-12 months",2,"FRESH, RAW"," DANDELION GREENS"," DANDELION GREENS",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"379",379,"http://www.stilltasty.com/searchitems/index/253.href"," DOCK — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," DOCK"," DOCK",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"380",380,"http://www.stilltasty.com/searchitems/index/253.href"," DRIED VEGETABLES, COMMERCIALLY PACKAGED (INCLUDING VEGETABLE SOUP BLENDS) — UNOPENED OR OPENED ","1 year",NA,NA,2,"UNOPENED OR OPENED "," DRIED VEGETABLES, COMMERCIALLY PACKAGED (INCLUDING VEGETABLE SOUP BLENDS)"," DRIED VEGETABLES","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED OR OPENED ",NA
"381",381,"http://www.stilltasty.com/searchitems/index/253.href"," EDAMAME — COMMERCIALLY FROZEN ",NA,NA,"10-12 months",2,"COMMERCIALLY FROZEN "," EDAMAME"," EDAMAME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"months","10-12",10,12,30,300,360,"COMMERCIALLY FROZEN ","FROZEN"
"382",382,"http://www.stilltasty.com/searchitems/index/253.href"," EGGPLANT — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," EGGPLANT"," EGGPLANT",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"383",383,"http://www.stilltasty.com/searchitems/index/253.href"," EGGPLANT — FRESH, RAW ",NA,"5-7 days","6-8 months",2,"FRESH, RAW "," EGGPLANT"," EGGPLANT",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","6-8",6,8,30,180,240,"FRESH, RAW ","FRESH, RAW"
"384",384,"http://www.stilltasty.com/searchitems/index/253.href"," ESCAROLE — FRESH, RAW",NA,"3-5 days",NA,2,"FRESH, RAW"," ESCAROLE"," ESCAROLE",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"385",385,"http://www.stilltasty.com/searchitems/index/253.href"," FENNEL, BULB — FRESH, RAW",NA,"7-10 days","10-12 months",2,"FRESH, RAW"," FENNEL, BULB"," FENNEL",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"386",386,"http://www.stilltasty.com/searchitems/index/253.href"," FIDDLEHEAD FERNS — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," FIDDLEHEAD FERNS"," FIDDLEHEAD FERNS",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"387",387,"http://www.stilltasty.com/searchitems/index/253.href"," FIDDLEHEAD FERNS — FRESH, RAW",NA,"1-2 days",NA,2,"FRESH, RAW"," FIDDLEHEAD FERNS"," FIDDLEHEAD FERNS",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"388",388,"http://www.stilltasty.com/searchitems/index/253.href"," FIDDLEHEAD FERNS — COMMERCIALLY FROZEN",NA,NA,"10-12 months",2,"COMMERCIALLY FROZEN"," FIDDLEHEAD FERNS"," FIDDLEHEAD FERNS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"months","10-12",10,12,30,300,360,"COMMERCIALLY FROZEN","FROZEN"
"389",389,"http://www.stilltasty.com/searchitems/index/253.href"," FRENCH FRIES (FRENCH FRIED POTATOES) — COOKED, LEFTOVERS",NA,"3-5 days","10-12 months",2,"COOKED, LEFTOVERS"," FRENCH FRIES (FRENCH FRIED POTATOES)"," FRENCH FRIES (FRENCH FRIED POTATOES)",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"COOKED, LEFTOVERS","COOKED"
"390",390,"http://www.stilltasty.com/searchitems/index/253.href"," FRENCH FRIES (FRENCH FRIED POTATOES) — COMMERCIALLY FROZEN",NA,NA,"10-12 months",2,"COMMERCIALLY FROZEN"," FRENCH FRIES (FRENCH FRIED POTATOES)"," FRENCH FRIES (FRENCH FRIED POTATOES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"months","10-12",10,12,30,300,360,"COMMERCIALLY FROZEN","FROZEN"
"391",391,"http://www.stilltasty.com/searchitems/index/253.href"," FRENCH ONION SOUP — HOMEMADE",NA,"3-4 days","4-6 months",2,"HOMEMADE"," FRENCH ONION SOUP"," FRENCH ONION SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"HOMEMADE",NA
"392",392,"http://www.stilltasty.com/searchitems/index/253.href"," FRENCH ONION SOUP, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","4-6 months",2,"OPENED"," FRENCH ONION SOUP, COMMERCIALLY CANNED OR BOTTLED"," FRENCH ONION SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"OPENED","OPENED"
"393",393,"http://www.stilltasty.com/searchitems/index/253.href"," FRENCH ONION SOUP, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," FRENCH ONION SOUP, COMMERCIALLY CANNED OR BOTTLED"," FRENCH ONION SOUP","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"394",394,"http://www.stilltasty.com/searchitems/index/253.href"," FRISEE GREENS — FRESH, RAW",NA,"3-5 days",NA,2,"FRESH, RAW"," FRISEE GREENS"," FRISEE GREENS",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"395",395,"http://www.stilltasty.com/searchitems/index/253.href"," GARLIC — FRESH, RAW, CHOPPED",NA,"1-2 days","10-12 months",2,"FRESH, RAW, CHOPPED"," GARLIC"," GARLIC",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW, CHOPPED","FRESH, RAW"
"396",396,"http://www.stilltasty.com/searchitems/index/253.href"," GARLIC — FRESH, RAW, WHOLE BULB / HEAD","3-5 months",NA,"10-12 months",3,"HEAD"," GARLICFRESH, RAW, WHOLE BULB"," GARLICFRESH","months","3-5",3,5,30,90,150,NA,NA,NA,NA,NA,NA,NA,"months","10-12",10,12,30,300,360,"HEAD",NA
"397",397,"http://www.stilltasty.com/searchitems/index/253.href"," GARLIC, COMMERCIALLY BOTTLED AND CHOPPED, SOLD UNREFRIGERATED — OPENED  ",NA,"2 years or date on package",NA,2,"OPENED  "," GARLIC, COMMERCIALLY BOTTLED AND CHOPPED, SOLD UNREFRIGERATED"," GARLIC",NA,NA,NA,NA,NA,NA,NA,"years","2",2,2,365,730,730,NA,NA,NA,NA,NA,NA,NA,"OPENED  ","OPENED"
"398",398,"http://www.stilltasty.com/searchitems/index/253.href"," GARLIC, COMMERCIALLY BOTTLED AND CHOPPED, SOLD UNREFRIGERATED — UNOPENED  ","2 years",NA,NA,2,"UNOPENED  "," GARLIC, COMMERCIALLY BOTTLED AND CHOPPED, SOLD UNREFRIGERATED"," GARLIC","years","2",2,2,365,730,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED  ","UNOPENED"
"399",399,"http://www.stilltasty.com/searchitems/index/254.href"," GINGER ROOT — FRESH, RAW",NA,"2-3 weeks","1 month",2,"FRESH, RAW"," GINGER ROOT"," GINGER ROOT",NA,NA,NA,NA,NA,NA,NA,"weeks","2-3",2,3,7,14,21,"month","1",1,1,30,30,30,"FRESH, RAW","FRESH, RAW"
"400",400,"http://www.stilltasty.com/searchitems/index/254.href"," GRAPE LEAVES, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","1-2 months",2,"OPENED"," GRAPE LEAVES, COMMERCIALLY CANNED OR BOTTLED"," GRAPE LEAVES",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"401",401,"http://www.stilltasty.com/searchitems/index/254.href"," GRAPE LEAVES, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," GRAPE LEAVES, COMMERCIALLY CANNED OR BOTTLED"," GRAPE LEAVES","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"402",402,"http://www.stilltasty.com/searchitems/index/254.href"," GREEN ONIONS (SCALLIONS) — FRESH, RAW",NA,"7-10 days","10-12 months",2,"FRESH, RAW"," GREEN ONIONS (SCALLIONS)"," GREEN ONIONS (SCALLIONS)",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"403",403,"http://www.stilltasty.com/searchitems/index/254.href"," GUERO PEPPERS — FRESH, RAW, WHOLE",NA,"1 week","10-12 months",2,"FRESH, RAW, WHOLE"," GUERO PEPPERS"," GUERO PEPPERS",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"404",404,"http://www.stilltasty.com/searchitems/index/254.href"," GUERO PEPPERS — FRESH, RAW, SLICED OR CHOPPED",NA,"1-2 days","10-12 months",2,"FRESH, RAW, SLICED OR CHOPPED"," GUERO PEPPERS"," GUERO PEPPERS",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW, SLICED OR CHOPPED",NA
"405",405,"http://www.stilltasty.com/searchitems/index/254.href"," HABANERO PEPPERS — FRESH, RAW, WHOLE",NA,"1 week","10-12 months",2,"FRESH, RAW, WHOLE"," HABANERO PEPPERS"," HABANERO PEPPERS",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"406",406,"http://www.stilltasty.com/searchitems/index/254.href"," HABANERO PEPPERS — FRESH, RAW, SLICED OR CHOPPED",NA,"1-2 days","10-12 months",2,"FRESH, RAW, SLICED OR CHOPPED"," HABANERO PEPPERS"," HABANERO PEPPERS",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW, SLICED OR CHOPPED",NA
"407",407,"http://www.stilltasty.com/searchitems/index/254.href"," HASH BROWNS (HASH BROWN POTATOES) — COMMERCIALLY FROZEN",NA,NA,"10-12 months",2,"COMMERCIALLY FROZEN"," HASH BROWNS (HASH BROWN POTATOES)"," HASH BROWNS (HASH BROWN POTATOES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"months","10-12",10,12,30,300,360,"COMMERCIALLY FROZEN","FROZEN"
"408",408,"http://www.stilltasty.com/searchitems/index/254.href"," HEARTS OF PALM, COMMERCIALLY CANNED OR BOTTLED — OPENED ",NA,"3-4 days","1-2 months",2,"OPENED "," HEARTS OF PALM, COMMERCIALLY CANNED OR BOTTLED"," HEARTS OF PALM",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","1-2",1,2,30,30,60,"OPENED ","OPENED"
"409",409,"http://www.stilltasty.com/searchitems/index/254.href"," HEARTS OF PALM, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," HEARTS OF PALM, COMMERCIALLY CANNED OR BOTTLED"," HEARTS OF PALM","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"410",410,"http://www.stilltasty.com/searchitems/index/254.href"," HORSERADISH ROOT — FRESH, RAW",NA,"1-2 months",NA,2,"FRESH, RAW"," HORSERADISH ROOT"," HORSERADISH ROOT",NA,NA,NA,NA,NA,NA,NA,"months","1-2",1,2,30,30,60,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"411",411,"http://www.stilltasty.com/searchitems/index/254.href"," JALAPENO PEPPERS — FRESH, RAW, WHOLE",NA,"1 week","10-12 months",2,"FRESH, RAW, WHOLE"," JALAPENO PEPPERS"," JALAPENO PEPPERS",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"412",412,"http://www.stilltasty.com/searchitems/index/254.href"," JALAPENO PEPPERS — FRESH, RAW, SLICED OR CHOPPED",NA,"1-2 days","10-12 months",2,"FRESH, RAW, SLICED OR CHOPPED"," JALAPENO PEPPERS"," JALAPENO PEPPERS",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW, SLICED OR CHOPPED",NA
"413",413,"http://www.stilltasty.com/searchitems/index/254.href"," JALAPENO PEPPERS, COMMERCIALLY  CANNED OR BOTTLED — OPENED",NA,"1-2 months","4-6 months",2,"OPENED"," JALAPENO PEPPERS, COMMERCIALLY  CANNED OR BOTTLED"," JALAPENO PEPPERS",NA,NA,NA,NA,NA,NA,NA,"months","1-2",1,2,30,30,60,"months","4-6",4,6,30,120,180,"OPENED","OPENED"
"414",414,"http://www.stilltasty.com/searchitems/index/254.href"," JALAPENO PEPPERS, COMMERCIALLY  CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," JALAPENO PEPPERS, COMMERCIALLY  CANNED OR BOTTLED"," JALAPENO PEPPERS","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"415",415,"http://www.stilltasty.com/searchitems/index/254.href"," JERUSALEM ARTICHOKES (SUNCHOKES) — FRESH, COOKED",NA,"3-5 days",NA,2,"FRESH, COOKED"," JERUSALEM ARTICHOKES (SUNCHOKES)"," JERUSALEM ARTICHOKES (SUNCHOKES)",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,NA,NA,NA,NA,NA,NA,NA,"FRESH, COOKED","FRESH, RAW"
"416",416,"http://www.stilltasty.com/searchitems/index/254.href"," JERUSALEM ARTICHOKES (SUNCHOKES) — FRESH, RAW",NA,"7-14 days",NA,2,"FRESH, RAW"," JERUSALEM ARTICHOKES (SUNCHOKES)"," JERUSALEM ARTICHOKES (SUNCHOKES)",NA,NA,NA,NA,NA,NA,NA,"days","7-14",7,14,1,7,14,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"417",417,"http://www.stilltasty.com/searchitems/index/254.href"," JICAMA — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," JICAMA"," JICAMA",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"418",418,"http://www.stilltasty.com/searchitems/index/254.href"," JICAMA — FRESH, RAW",NA,"7-14 days",NA,2,"FRESH, RAW"," JICAMA"," JICAMA",NA,NA,NA,NA,NA,NA,NA,"days","7-14",7,14,1,7,14,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"419",419,"http://www.stilltasty.com/searchitems/index/254.href"," KALE — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," KALE"," KALE",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"420",420,"http://www.stilltasty.com/searchitems/index/254.href"," KALE — FRESH, RAW",NA,"5-7 days","10-12 months",2,"FRESH, RAW"," KALE"," KALE",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"421",421,"http://www.stilltasty.com/searchitems/index/254.href"," KALE — COMMERCIALLY FROZEN",NA,NA,"10-12 months",2,"COMMERCIALLY FROZEN"," KALE"," KALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"months","10-12",10,12,30,300,360,"COMMERCIALLY FROZEN","FROZEN"
"422",422,"http://www.stilltasty.com/searchitems/index/254.href"," KOHLRABI — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," KOHLRABI"," KOHLRABI",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"423",423,"http://www.stilltasty.com/searchitems/index/254.href"," KOHLRABI — FRESH, RAW",NA,"4-5 days","10-12 months",2,"FRESH, RAW"," KOHLRABI"," KOHLRABI",NA,NA,NA,NA,NA,NA,NA,"days","4-5",4,5,1,4,5,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"424",424,"http://www.stilltasty.com/searchitems/index/254.href"," LEEKS — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," LEEKS"," LEEKS",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"425",425,"http://www.stilltasty.com/searchitems/index/254.href"," LEEKS — FRESH, RAW",NA,"7-14 days","10-12 months",2,"FRESH, RAW"," LEEKS"," LEEKS",NA,NA,NA,NA,NA,NA,NA,"days","7-14",7,14,1,7,14,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"426",426,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, BIBB — FRESH, RAW",NA,"3-4 days",NA,2,"FRESH, RAW"," LETTUCE, BIBB"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"427",427,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, BOSTON — FRESH, RAW",NA,"3-4 days",NA,2,"FRESH, RAW"," LETTUCE, BOSTON"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"428",428,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, BUTTERHEAD — FRESH, RAW",NA,"3-4 days",NA,2,"FRESH, RAW"," LETTUCE, BUTTERHEAD"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"429",429,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, COMMERCIALLY BAGGED AND PREWASHED SALAD MIX — OPENED BAG",NA,"3-5 days",NA,2,"OPENED BAG"," LETTUCE, COMMERCIALLY BAGGED AND PREWASHED SALAD MIX"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,NA,NA,NA,NA,NA,NA,NA,"OPENED BAG","OPENED"
"430",430,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, COMMERCIALLY BAGGED AND PREWASHED SALAD MIX — UNOPENED BAG",NA,"7-10 days or date on bag",NA,2,"UNOPENED BAG"," LETTUCE, COMMERCIALLY BAGGED AND PREWASHED SALAD MIX"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,NA,NA,NA,NA,NA,NA,NA,"UNOPENED BAG","UNOPENED"
"431",431,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, ICEBERG — FRESH, RAW",NA,"1 week",NA,2,"FRESH, RAW"," LETTUCE, ICEBERG"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"432",432,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, LEAF (RED OR GREEN) — FRESH, RAW",NA,"1 week",NA,2,"FRESH, RAW"," LETTUCE, LEAF (RED OR GREEN)"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"433",433,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, LOLLO ROSSO — FRESH, RAW",NA,"2-3 days",NA,2,"FRESH, RAW"," LETTUCE, LOLLO ROSSO"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"days","2-3",2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"434",434,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, MACHE — FRESH, RAW",NA,"1-2 days",NA,2,"FRESH, RAW"," LETTUCE, MACHE"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"435",435,"http://www.stilltasty.com/searchitems/index/254.href"," LETTUCE, ROMAINE OR COS — FRESH, RAW",NA,"1 week",NA,2,"FRESH, RAW"," LETTUCE, ROMAINE OR COS"," LETTUCE",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"436",436,"http://www.stilltasty.com/searchitems/index/254.href"," LIMA BEANS — FRESH, COOKED",NA,"3-5 days","10-12 months",2,"FRESH, COOKED"," LIMA BEANS"," LIMA BEANS",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","10-12",10,12,30,300,360,"FRESH, COOKED","FRESH, RAW"
"437",437,"http://www.stilltasty.com/searchitems/index/254.href"," LIMA BEANS — FRESH, RAW",NA,"3-5 days","8 months",2,"FRESH, RAW"," LIMA BEANS"," LIMA BEANS",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","8",8,8,30,240,240,"FRESH, RAW","FRESH, RAW"
"438",438,"http://www.stilltasty.com/searchitems/index/254.href"," LIMA BEANS — COMMERCIALLY FROZEN",NA,NA,"10-12 months",2,"COMMERCIALLY FROZEN"," LIMA BEANS"," LIMA BEANS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"months","10-12",10,12,30,300,360,"COMMERCIALLY FROZEN","FROZEN"
"439",439,"http://www.stilltasty.com/searchitems/index/254.href"," MESCLUN GREENS — FRESH, RAW",NA,"2-3 days",NA,2,"FRESH, RAW"," MESCLUN GREENS"," MESCLUN GREENS",NA,NA,NA,NA,NA,NA,NA,"days","2-3",2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"440",440,"http://www.stilltasty.com/searchitems/index/254.href"," MINESTRONE SOUP — HOMEMADE",NA,"3-4 days","4-6 months",2,"HOMEMADE"," MINESTRONE SOUP"," MINESTRONE SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"HOMEMADE",NA
"441",441,"http://www.stilltasty.com/searchitems/index/254.href"," MINESTRONE SOUP, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","4-6 months",2,"OPENED"," MINESTRONE SOUP, COMMERCIALLY CANNED OR BOTTLED"," MINESTRONE SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"OPENED","OPENED"
